current_url,page_post_title,content_type,publication_date,updated_date,author,current_category,current_tags,canonical_url,meta_title,meta_description,featured_image,status_code,proposed_new_content_type,proposed_primary_topic,proposed_new_url,migration_action,migration_notes
https://jackskeen.com/executive-coaching/,Executive Coaching,page,2023-08-31T00:22:55,2023-09-08T15:51:07,Jack Skeen,,,https://jackskeen.com/executive-coaching/,Executive Coaching – Jack Skeen,,,200,redirect only,,/work-with-jack/executive-coaching,REDIRECT,"Equivalent route exists in the approved sitemap. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 1001 words. Legacy markup: elementor-widget-wrap; elementor-widget-thim-ekits-heading; elementor-widget-container; elementor-widget-text-editor; elementor-widget-video; elementor-widget-thim-ekits-accordion; elementor-widget-thim-ekits-button. Manual review: strategic page; redirect; substantial content / potential SEO value."
https://jackskeen.com/expanding-your-circle/,Expanding Your Circle,post,2022-08-07T19:41:59,2022-08-07T19:41:59,Jack Skeen,Blog,Executive Leadership Development | Leadership Coaching | Personal Growth Coach,https://jackskeen.com/expanding-your-circle/,Expanding Your Circle – Jack Skeen,,,200,article,Circle Blueprint,/expanding-your-circle/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 495 words."
https://jackskeen.com/facts-versus-stories/,Facts versus Stories,post,2021-10-09T15:48:06,2021-10-09T15:48:06,Jack Skeen,Blog,Executive Leadership Development | Leadership Coaching | Personal Growth Coach,https://jackskeen.com/facts-versus-stories/,Facts versus Stories – Jack Skeen,,,200,article,Personal Growth,/facts-versus-stories/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 442 words."
https://jackskeen.com/faqs/,FAQs,page,2015-10-22T03:26:46,2026-07-08T16:00:46,fernando,,,https://jackskeen.com/faqs/,FAQs – Jack Skeen,,,200,page,,/roadmap/faq,CONSOLIDATE,"Review FAQ relevance, then consolidate approved Roadmap questions into the dedicated route. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 1186 words. Legacy markup: elementor-widget-wrap; elementor-widget-thim-heading; elementor-widget-container. Manual review: strategic page; consolidate; substantial content / potential SEO value."
https://jackskeen.com/feeding-the-fire-within/,Feeding the Fire Within,post,2024-05-03T12:52:15,2024-05-03T13:24:29,Jack Skeen,Blog,Executive Leadership Development | Leadership Coaching | Life Coach | Personal Growth Coach,https://jackskeen.com/feeding-the-fire-within/,Feeding the Fire Within – Jack Skeen,,https://jackskeen.com/wp-content/uploads/2024/05/Feeding-the-Fire-Within.png,200,article,Purpose,/feeding-the-fire-within/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 682 words."
https://jackskeen.com/finding-your-greatness/,Finding Your Greatness,post,2022-03-15T10:17:57,2022-03-15T10:17:57,Jack Skeen,Blog,Civility | Executive Leadership Development | Leadership Coaching,https://jackskeen.com/finding-your-greatness/,Finding Your Greatness – Jack Skeen,,,200,article,Your Genius,/finding-your-greatness/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 338 words."
https://jackskeen.com/finding-your-path/,Finding Your Path,post,2024-05-10T17:20:57,2024-05-10T17:20:59,Jack Skeen,Blog,,https://jackskeen.com/finding-your-path/,Finding Your Path – Jack Skeen,,https://jackskeen.com/wp-content/uploads/2024/05/pherux_long_shot_cinematic_photo_of_a_Captain_of_a_wooden_shi_d9a6a860-7854-442e-8949-707676babbbd_0.png,200,article,Purpose,/finding-your-path/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 774 words."
https://jackskeen.com/finding-your-power/,Finding Your Power!!!,post,2023-01-17T14:51:16,2023-01-17T14:51:16,Jack Skeen,Blog,Executive Leadership Development | Personal Growth Coach | Professional development,https://jackskeen.com/finding-your-power/,Finding Your Power!!! – Jack Skeen,,,200,article,Circle Blueprint,/finding-your-power/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 423 words."
https://jackskeen.com/free-books/,Free Books,page,2024-02-22T17:12:24,2024-02-22T17:23:19,Jack Skeen,,,https://jackskeen.com/free-books/,Free Books – Jack Skeen,,,200,book/topic page,,/books,CONSOLIDATE,"Review active lead-magnet fulfillment and book relevance before consolidating. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 164 words. Manual review: strategic page; consolidate."
https://jackskeen.com/free-ebook/,Free eBook!,page,2023-10-12T19:51:25,2023-10-12T20:08:16,fernando,,,https://jackskeen.com/free-ebook/,Free eBook! – Jack Skeen,,,200,page,,/books,CONSOLIDATE,"Review active lead-magnet fulfillment and book relevance before consolidating. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 10 words. Legacy markup: elementor-widget-wrap; elementor-widget-thim-heading; elementor-widget-container; elementor-widget-html. Manual review: strategic page; consolidate."
https://jackskeen.com/gas-pedals-and-brakes/,Gas Pedals and Brakes,post,2019-04-03T09:00:16,2019-04-03T09:00:16,Jack Skeen,Blog,Company Improvement | Executive Leadership Development | Human Resource Professional Development | Improving Employee Satisfaction | Increasing Return on Employee Investment | Leadership Coaching | Life Coach | Personal Growth Coach | Professional development | Reducing Turnover within my company | Self Help,https://jackskeen.com/gas-pedals-and-brakes/,Gas Pedals and Brakes – Jack Skeen,,,200,article,Personal Growth,/gas-pedals-and-brakes/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 296 words."
https://jackskeen.com/giving-thanks-at-thanksgiving/,Giving Thanks at Thanksgiving,post,2022-11-17T15:04:19,2022-11-17T15:04:19,Jack Skeen,Blog,,https://jackskeen.com/giving-thanks-at-thanksgiving/,Giving Thanks at Thanksgiving – Jack Skeen,,,200,article,Reflections,/giving-thanks-at-thanksgiving/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 326 words."
https://jackskeen.com/gladys-turtle/,Gladys,page,2020-08-29T22:22:25,2023-08-31T17:33:03,Jack Skeen,,,https://jackskeen.com/gladys-turtle/,Gladys – Jack Skeen,,,200,page,,/gladys-turtle/,UPDATE,"Preserve provisionally; map into the approved architecture after manual content review. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 107 words. Legacy markup: elementor-widget-wrap; elementor-widget-text-editor; elementor-widget-container; elementor-widget-image; elementor-widget-button."
https://jackskeen.com/gratitude/,Gratitude,post,2019-01-21T04:34:50,2023-08-30T23:09:51,Jack Skeen,Video,,https://jackskeen.com/gratitude/,Gratitude – Jack Skeen,,,200,article,Success & Fulfillment,/gratitude/,UPDATE,"Preserve the article URL but review thin content before launch. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 42 words."
https://jackskeen.com/growing-your-independence/,Growing your “Independence”,post,2022-10-27T14:08:48,2022-10-27T14:08:48,Jack Skeen,Blog,Coaching | Executive Leadership Development | Personal Growth Coach,https://jackskeen.com/growing-your-independence/,Growing your “Independence” – Jack Skeen,,,200,article,Circle Blueprint,/growing-your-independence/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 394 words."
https://jackskeen.com/happiness/,Happiness,post,2019-02-13T09:00:46,2019-02-13T09:00:46,Jack Skeen,Blog,Company Improvement | Executive Leadership Development | Human Resource Professional Development | Improving Employee Satisfaction | Increasing Return on Employee Investment | Leadership Coaching | Life Coach | Personal Growth Coach | Professional development | Reducing Turnover within my company | Self Help,https://jackskeen.com/happiness/,Happiness – Jack Skeen,,,200,article,Success & Fulfillment,/happiness/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 330 words."
https://jackskeen.com/how-can-you-be-so-dumb/,How Can You Be so Dumb?,post,2021-02-23T15:39:09,2021-02-23T15:39:09,Jack Skeen,Blog,Company Improvement | Executive Leadership Development | Leadership Coaching,https://jackskeen.com/how-can-you-be-so-dumb/,How Can You Be so Dumb? – Jack Skeen,,,200,article,Personal Growth,/how-can-you-be-so-dumb/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 279 words."
https://jackskeen.com/how-to-identify-your-true-power/,How to Identify Your True Power,post,2023-03-13T14:01:30,2023-03-13T14:01:30,Jack Skeen,Blog,Coaching | Executive Leadership Development | Life Coach,https://jackskeen.com/how-to-identify-your-true-power/,How to Identify Your True Power – Jack Skeen,,,200,article,Circle Blueprint,/how-to-identify-your-true-power/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 537 words."
https://jackskeen.com/humility-and-the-christmas-story/,Humility and the Christmas Story,post,2022-12-13T16:19:53,2022-12-13T16:19:53,Jack Skeen,Blog,Executive Leadership Development | Personal Growth Coach,https://jackskeen.com/humility-and-the-christmas-story/,Humility and the Christmas Story – Jack Skeen,,,200,article,Reflections,/humility-and-the-christmas-story/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 467 words."
https://jackskeen.com/humility/,Humility,page,2019-04-08T12:28:47,2019-04-08T12:28:47,Jack Skeen,,,https://jackskeen.com/humility/,Humility – Jack Skeen,,,200,page,Circle Blueprint,/humility/,UPDATE,"Preserve provisionally; map into the approved architecture after manual content review. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 369 words."
https://jackskeen.com/independence/,Independence,page,2019-04-08T12:21:01,2019-04-08T12:21:01,Jack Skeen,,,https://jackskeen.com/independence/,Independence – Jack Skeen,,,200,page,Circle Blueprint,/independence/,UPDATE,"Preserve provisionally; map into the approved architecture after manual content review. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 452 words. Manual review: title/slug collision."
https://jackskeen.com/individuality-and-civility/,Individuality and Civility,post,2020-06-02T20:48:55,2020-06-02T20:48:55,Jack Skeen,Blog,Executive Leadership Development | Life Coach | Personal Growth Coach,https://jackskeen.com/individuality-and-civility/,Individuality and Civility – Jack Skeen,,,200,article,Relationships,/individuality-and-civility/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 296 words. Suspicious external links: https://www.filmmodu.org/. Manual review: suspicious external link."
https://jackskeen.com/instructors-7/,Instructors,page,2023-08-30T23:57:27,2023-08-30T23:57:27,fernando,,,https://jackskeen.com/instructors-7/,Instructors – Jack Skeen,,,200,none,,,REMOVE,"Legacy utility/plugin page is outside the approved public architecture. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. No readable body text detected."
https://jackskeen.com/its-a-wonderful-day-in-the-neighborhood/,It’s a Wonderful Day in the Neighborhood,post,2025-02-19T15:12:59,2025-02-19T15:13:01,Jack Skeen,Blog,,https://jackskeen.com/its-a-wonderful-day-in-the-neighborhood/,It’s a Wonderful Day in the Neighborhood – Jack Skeen,,https://jackskeen.com/wp-content/uploads/2025/02/Mister_Rogers_Neighborhood_Doc_Header_1050_591_81_s_c1.jpg,200,article,Reflections,/its-a-wonderful-day-in-the-neighborhood/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 295 words."
https://jackskeen.com/jacks-purpose/,Jack’s Purpose,post,2019-02-12T09:00:04,2023-08-31T04:31:00,Jack Skeen,Video,Company Improvement | Executive Leadership Development | Human Resource Professional Development | Improving Employee Satisfaction | Increasing Return on Employee Investment | Leadership Coaching | Life Coach | Personal Growth Coach | Professional development | Reducing Turnover within my company | Self Help,https://jackskeen.com/jacks-purpose/,Jack’s Purpose – Jack Skeen,,https://jackskeen.com/wp-content/uploads/2019/02/video1.jpg,200,article,Purpose,/jacks-purpose/,UPDATE,"Preserve the article URL but review thin content before launch. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 61 words."
https://jackskeen.com/leadership-lessons-from-iron-john/,Leadership Lessons from “Iron John”,post,2023-10-31T21:10:30,2023-10-31T21:10:40,Jack Skeen,Blog,leadership | Personal Growth Coach | Self Help,https://jackskeen.com/leadership-lessons-from-iron-john/,Leadership Lessons from “Iron John” – Jack Skeen,,https://jackskeen.com/wp-content/uploads/2023/10/Leadership-Lessons-from-Iron-John.png,200,article,Leadership,/leadership-lessons-from-iron-john/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 927 words. Manual review: substantial content / potential SEO value."
https://jackskeen.com/learning-to-play-a-friendly-game-of-tennis/,Learning to Play a Friendly Game of Tennis,post,2025-02-10T19:10:50,2025-02-10T19:10:52,Jack Skeen,Blog,,https://jackskeen.com/learning-to-play-a-friendly-game-of-tennis/,Learning to Play a Friendly Game of Tennis – Jack Skeen,,https://jackskeen.com/wp-content/uploads/2025/02/image-6.jpg,200,article,Relationships,/civility-listening/,CONSOLIDATE,"Content analysis found a near-identical older article; preserve the older URL unless traffic/backlink evidence favors the newer URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 402 words. Manual review: consolidate."
https://jackskeen.com/letting-go-to-grow/,Letting Go…to Grow,post,2022-05-21T11:30:56,2022-05-21T11:30:56,Jack Skeen,Blog,Company Improvement | Executive Leadership Development | Leadership Coaching,https://jackskeen.com/letting-go-to-grow/,Letting Go…to Grow – Jack Skeen,,,200,article,Personal Growth,/letting-go-to-grow/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 304 words."
https://jackskeen.com/living-within-your-passion/,Living Within Your Passion,post,2019-03-05T09:00:06,2023-08-30T23:08:43,Jack Skeen,Video,Company Improvement | Executive Leadership Development | Human Resource Professional Development | Improving Employee Satisfaction | Increasing Return on Employee Investment | Leadership Coaching | Life Coach | Personal Growth Coach | Professional development | Reducing Turnover within my company | Self Help,https://jackskeen.com/living-within-your-passion/,Living Within Your Passion – Jack Skeen,,,200,article,Your Genius,/living-within-your-passion/,UPDATE,"Preserve the article URL but review thin content before launch. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 68 words."
https://jackskeen.com/loner-or-lover/,Loner or Lover?,post,2025-03-27T17:15:20,2025-03-27T17:15:22,Jack Skeen,Blog,,https://jackskeen.com/loner-or-lover/,Loner or Lover? – Jack Skeen,,https://jackskeen.com/wp-content/uploads/2025/03/lover-loner.png,200,article,Relationships,/civility-loner-of-lover/,CONSOLIDATE,"Content analysis found a near-identical older article; preserve the older URL unless traffic/backlink evidence favors the newer URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 400 words. Manual review: consolidate."
https://jackskeen.com/lp-profile-6/,Profile,page,2023-08-30T23:57:27,2023-08-30T23:57:27,fernando,,,https://jackskeen.com/lp-profile-6/,Profile - Jack Skeen,,,200,none,,,REMOVE,"Legacy utility/plugin page is outside the approved public architecture. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 10 words."
https://jackskeen.com/lp-term-conditions-5/,Term Conditions,page,2023-08-30T23:57:27,2023-08-30T23:57:27,fernando,,,https://jackskeen.com/lp-term-conditions-5/,Term Conditions – Jack Skeen,,,200,none,,,REMOVE,"Legacy utility/plugin page is outside the approved public architecture. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. No readable body text detected."
https://jackskeen.com/maintenance/,Maintenance,page,2015-10-22T03:26:18,2015-10-22T03:26:18,fernando,,,https://jackskeen.com/maintenance/,Maintenance – Jack Skeen,,,200,none,,,REMOVE,"Legacy utility/plugin page is outside the approved public architecture. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 52 words. Legacy markup: elementor-widget-wrap; elementor-widget-thim-heading; elementor-widget-container; elementor-widget-wp-widget-text."
https://jackskeen.com/making-real-connections-in-a-self-centered-world/,Making Real Connections in a Self-Centered World,post,2024-05-17T17:21:14,2024-05-17T17:28:12,Jack Skeen,Blog,,https://jackskeen.com/making-real-connections-in-a-self-centered-world/,Making Real Connections in a Self-Centered World – Jack Skeen,,https://jackskeen.com/wp-content/uploads/2024/05/pherux_wide_shot_cinematic_photo_of_a_two_different_male_frie_2c7423a7-81c4-4bc7-9df5-75c70088089c_1.png,200,article,Relationships,/making-real-connections-in-a-self-centered-world/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 565 words."
https://jackskeen.com/mastering-the-self-taming-the-ego-for-lasting-fulfillment/,Mastering the Self: Taming the Ego for Lasting Fulfillment,post,2023-12-02T18:19:00,2023-12-02T18:19:44,Jack Skeen,Blog,ego | Professional development | Self Help,https://jackskeen.com/mastering-the-self-taming-the-ego-for-lasting-fulfillment/,Mastering the Self: Taming the Ego for Lasting Fulfillment – Jack Skeen,,https://jackskeen.com/wp-content/uploads/2023/12/Mastering-the-Self-Taming-the-Ego-for-Lasting-Fulfillment.png,200,article,Success & Fulfillment,/mastering-the-self-taming-the-ego-for-lasting-fulfillment/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 1049 words. Manual review: substantial content / potential SEO value."
https://jackskeen.com/meet-gladys-the-turtle/,Meet Gladys the Turtle,post,2020-03-26T21:10:25,2020-03-26T21:10:25,Jack Skeen,Blog,Leadership Coaching,https://jackskeen.com/meet-gladys-the-turtle/,Meet Gladys the Turtle – Jack Skeen,,,200,article,Reflections,/meet-gladys-the-turtle/,UPDATE,"Preserve the article URL but review thin content before launch. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 245 words."
https://jackskeen.com/messing-with-your-operating-system/,Messing with your Operating System,post,2021-03-29T18:43:14,2021-03-29T18:43:14,Jack Skeen,Blog,Leadership Coaching | Personal Growth Coach,https://jackskeen.com/messing-with-your-operating-system/,Messing with your Operating System – Jack Skeen,,,200,article,Personal Growth,/messing-with-your-operating-system/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 431 words."
https://jackskeen.com/money-and-happiness/,Money and Happiness,post,2019-02-20T09:00:00,2019-02-20T09:00:00,Jack Skeen,Blog,Company Improvement | Executive Leadership Development | Human Resource Professional Development | Improving Employee Satisfaction | Increasing Return on Employee Investment | Leadership Coaching | Life Coach | Personal Growth Coach | Professional development | Reducing Turnover within my company | Self Help,https://jackskeen.com/money-and-happiness/,Money and Happiness – Jack Skeen,,,200,article,Success & Fulfillment,/money-and-happiness/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 330 words."
https://jackskeen.com/north-star/,Growing in Difficult Times,post,2020-04-04T21:03:34,2020-04-04T21:03:34,Jack Skeen,Blog,Leadership Coaching | Spiritual Growth,https://jackskeen.com/north-star/,Growing in Difficult Times – Jack Skeen,,,200,article,Purpose,/north-star/,UPDATE,"Preserve the article URL but review thin content before launch. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 135 words."
https://jackskeen.com/our_team_category/our-team/,Category: Our Team,team archive,,,,,,https://jackskeen.com/our_team_category/our-team/,Our Team – Jack Skeen,,,200,none,,,REMOVE,"Thin legacy taxonomy/archive page with no approved equivalent; do not recreate it. Discovered via wordpress-sitemap,firecrawl-map. 26 words."
https://jackskeen.com/our_team/belinda/,Belinda – Jack Skeen,team member,,,,,,https://jackskeen.com/our_team/belinda/,Belinda – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 61 words."
https://jackskeen.com/our_team/christian/,Christian – Jack Skeen,team member,,,,,,https://jackskeen.com/our_team/christian/,Christian – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 61 words."
https://jackskeen.com/our_team/jane-nguyen/,Jane Nguyen – Jack Skeen,team member,,,,,,https://jackskeen.com/our_team/jane-nguyen/,Jane Nguyen – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 61 words."
https://jackskeen.com/our_team/john-doe/,John Doe – Jack Skeen,team member,,,,,,https://jackskeen.com/our_team/john-doe/,John Doe – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 62 words."
https://jackskeen.com/our_team/jonathan/,Jonathan – Jack Skeen,team member,,,,,,https://jackskeen.com/our_team/jonathan/,Jonathan – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 61 words."
https://jackskeen.com/our_team/robert/,Robert – Jack Skeen,team member,,,,,,https://jackskeen.com/our_team/robert/,Robert – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 61 words."
https://jackskeen.com/our_team/ryze-faker/,Ryze Faker – Jack Skeen,team member,,,,,,https://jackskeen.com/our_team/ryze-faker/,Ryze Faker – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 61 words."
https://jackskeen.com/our_team/tony-teo/,Tony Teo – Jack Skeen,team member,,,,,,https://jackskeen.com/our_team/tony-teo/,Tony Teo – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 61 words."
https://jackskeen.com/outgrowing-your-shell-the-courage-to-become-a-bigger-you/,Outgrowing Your Shell: The Courage to Become a Bigger You,post,2024-06-14T18:32:23,2024-06-14T18:41:10,Jack Skeen,Blog,Executive Leadership Development | Personal Growth Coach | Self Help,https://jackskeen.com/outgrowing-your-shell-the-courage-to-become-a-bigger-you/,Outgrowing Your Shell: The Courage to Become a Bigger You – Jack Skeen,,https://jackskeen.com/wp-content/uploads/2024/06/pherux_A_realistic_photo_of_a_person_standing_on_a_cliff_edge_3a92c327-8c83-4334-ad81-a2091f602d20_1.png,200,article,Personal Growth,/outgrowing-your-shell-the-courage-to-become-a-bigger-you/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 525 words."
https://jackskeen.com/overcoming-the-illusion-of-fear/,Overcoming the Illusion of Fear,post,2024-08-29T13:55:34,2024-08-29T13:59:53,Jack Skeen,Blog,,https://jackskeen.com/overcoming-the-illusion-of-fear/,Overcoming the Illusion of Fear – Jack Skeen,,https://jackskeen.com/wp-content/uploads/2024/08/pherux_A_realistic_photo_a_man_overcoming_fear._Realistic_cin_8fd3bf1a-f62e-4b43-8ebe-077d961e84e4_3.png,200,article,Personal Growth,/overcoming-the-illusion-of-fear/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 758 words."
https://jackskeen.com/portfolio-category/books/,404 Page,portfolio archive,,,,,,https://jackskeen.com/portfolio-category/books/,Page not found – Jack Skeen,,,404,none,,,REMOVE,"Already returns 404. Discovered via wordpress-sitemap,firecrawl-map. 16 words. Manual review: HTTP 404."
https://jackskeen.com/portfolio-category/courses/,All Courses,portfolio archive,,,,,,https://jackskeen.com/courses-2/,All Courses - Jack Skeen,,,200,none,,,REMOVE,"Thin legacy taxonomy/archive page with no approved equivalent; do not recreate it. Discovered via wordpress-sitemap,firecrawl-map. No readable body text detected."
https://jackskeen.com/portfolio-category/presentations/,404 Page,portfolio archive,,,,,,https://jackskeen.com/portfolio-category/presentations/,Page not found – Jack Skeen,,,404,none,,,REMOVE,"Already returns 404. Discovered via wordpress-sitemap,firecrawl-map. 16 words. Manual review: HTTP 404."
https://jackskeen.com/portfolio/about-soft-skills/,Soft skills – Jack Skeen,portfolio,,,,,,https://jackskeen.com/portfolio/about-soft-skills/,Soft skills – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 73 words."
https://jackskeen.com/portfolio/design-cover/,Design cover – Jack Skeen,portfolio,,,,,,https://jackskeen.com/portfolio/design-cover/,Design cover – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 76 words."
https://jackskeen.com/portfolio/electronic-book/,Electronic book – Jack Skeen,portfolio,,,,,,https://jackskeen.com/portfolio/electronic-book/,Electronic book – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 76 words."
https://jackskeen.com/portfolio/fighting/,Fighting – Jack Skeen,portfolio,,,,,,https://jackskeen.com/portfolio/fighting/,Fighting – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 72 words."
https://jackskeen.com/portfolio/home-work/,Home Work – Jack Skeen,portfolio,,,,,,https://jackskeen.com/portfolio/home-work/,Home Work – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 71 words."
https://jackskeen.com/portfolio/keeping-smile/,Keeping smile – Jack Skeen,portfolio,,,,,,https://jackskeen.com/portfolio/keeping-smile/,Keeping smile – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 71 words."
https://jackskeen.com/portfolio/library/,Library – Jack Skeen,portfolio,,,,,,https://jackskeen.com/portfolio/library/,Library – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 77 words."
https://jackskeen.com/portfolio/opened-book/,Opened book – Jack Skeen,portfolio,,,,,,https://jackskeen.com/portfolio/opened-book/,Opened book – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 76 words."
https://jackskeen.com/portfolio/reading-book/,Reading book – Jack Skeen,portfolio,,,,,,https://jackskeen.com/portfolio/reading-book/,Reading book – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 76 words."
https://jackskeen.com/portfolio/reading-glasses/,Reading glasses – Jack Skeen,portfolio,,,,,,https://jackskeen.com/portfolio/reading-glasses/,Reading glasses – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 76 words."
https://jackskeen.com/portfolio/startup-team/,Startup Team – Jack Skeen,portfolio,,,,,,https://jackskeen.com/portfolio/startup-team/,Startup Team – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 73 words."
https://jackskeen.com/portfolio/up-your-skill/,Up your skill – Jack Skeen,portfolio,,,,,,https://jackskeen.com/portfolio/up-your-skill/,Up your skill – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 72 words."
